Name | Description | Default Value | Flags
snd_steamaudio_num_bounces | The maximum number of times any ray can bounce when using Steam Audio. | 128 | cheat
snd_steamaudio_num_diffuse_samples | The number of directions considered for ray bounce by Steam Audio. | 2048 | cheat
snd_steamaudio_num_rays | The number of rays to trace for reflection modeling by Steam Audio. | 65536 | cheat
snd_steamaudio_num_threads | Sets the number of threads used for realtime reflection by Steam Audio. | 2 | cheat
snd_steamaudio_pathing_caching_threshold |  | 5 | devonly, sv, cl, rep
snd_steamaudio_pathing_enable_caching |  | true | devonly, sv, cl, rep
snd_steamaudio_pathing_enable_source_probe_interp | If set, all the probes near a source withing probe range are used to find paths instead of nearest probe. | false | devonly
snd_steamaudio_pathing_order | The amount of directional detail in the simulated by Steam Audio. | 1 | cheat
snd_steamaudio_pathing_order_rendering | The amount of directional detail in the rendered audio by Steam Audio. | 1 | cheat
snd_steamaudio_perspective_correction_factor | Perspective correction factor, ratio of screen size and view depth from screen, for 3D audio. | 1 | devonly
snd_steamaudio_perspective_correction_front_only | Use perspective correction for 3D audio only in the frontal directions. | true | devonly
snd_steamaudio_reverb_level_db | Adjust overall volume (dB) of the output from Steam Audio Reverb processor. | -3 | release
snd_steamaudio_reverb_order | Ambisonics order to use for simulating reverb. | 1 | devonly
snd_steamaudio_reverb_order_rendering | Ambisonics order to use for convolution reverb. 0th order = 1 channel, 1st order = 4 channels. | 1 | devonly
snd_steamaudio_reverb_update_rate | Set the maximum update rate (in Hz) for reverb. | 10 | devonly
snd_steamaudio_source_pathing_debug | Enable path visualization for steam_audio_source operator. | false | a
snd_steamaudio_source_pathing_debug_duration | Duration for which path remains visible. Should be close to update rate of the sound operator stack. | 0.01 | devonly
snd_steamaudio_source_pathing_enable_validation | Enable real-time pathing validation against dynamic geometry. | false | devonly
snd_stereo_speaker_pan_exponent | Specifies the exponent for the pan xfade from speaker to speaker if the "exp" pan law is being used. | cmd | devonly
snd_stereo_speaker_pan_radial_weight | Apply cos(angle) * weight before pan law | cmd | devonly
snd_surround_speaker_pan_exponent | Specifies the exponent for the pan xfade from speaker to speaker if the "exp" pan law is being used. | cmd | devonly
snd_surround_speaker_pan_radial_weight | Apply cos(angle) * weight before pan law | cmd | devonly
snd_toolvolume | Volume of sounds in tools (e.g. Hammer, SFM) | 1 | a
snd_ui_positional |  | true | devonly, cheat
snd_ui_spatialization_spread |  | 2.4 | devonly, cheat
snd_use_baked_occlusion |  | 0 | rep, cheat, release
snd_vmidi_flush | Purge and reload all vmidi data and files. | cmd | cheat
snd_vmix_override_mix_decay_time | If set &gt; 0, overrides how long the decay time is on all mix graphs (in seconds).<br> | -1 | cheat
snd_vmix_show_input_updates | If set to 1, show all incoming updates to vmix inputs.<br> | false | cheat
snd_voipvolume | Voice volume | 1 | a
sndplaydelay |  | cmd | devonly
sos_debug_emit |  | false | devonly, sv, cl, rep
sos_use_guid_filter |  | true | devonly, sv, cl, rep
sound_device_override | ID of the sound device to use |  | a, release
soundevent_check_networked_entity |  | false | devonly, sv
soundinfo | Describe the current sound device with an active voice list. | cmd | release
soundlist | List all known sounds. | cmd | devonly
soundpatch_captionlength | How long looping soundpatch captions should display for. | 2 | devonly, sv, cl, rep
soundscape_debug | When on, draws lines to all env_soundscape entities. Green lines show the active soundscape, red lines show soundscapes that aren't in range, and white lines show soundscapes that are in range, but not the active soundscape. | false | sv, cheat
soundscape_dumpclient | Dumps the client's soundscape data.<br> | cmd | cl, cheat
soundscape_fadetime | Time to crossfade sound effects between soundscapes | 3 | cl, cheat
soundscape_flush | Flushes the server & client side soundscapes | cmd | devonly, sv
soundscape_message |  | false | devonly, cl
soundscape_radius_debug | Prints current volume of radius sounds | false | cl, cheat
soundscape_update_include_bots | Enable to calculate soundscape audio params for bots. | false | devonly, sv, cheat
soundsystem_device_used | Sound device in use (changing this does not change the soundsystem). |  | devonly
soundsystem_update_async |  | true | devonly
soundsysteminfo | Describe the current sound device without an active voice list. | cmd | devonly
sparseshadowtree_cascade_mask | Bitfield describing which cascades to generate/use SST for. (OR'd 1UL&lt;&lt;cascadeIndex, default is 1UL&lt;&lt;2 only, i.e. just cascade 2) | 4 | devonly
sparseshadowtree_copy_to_shadow_atlas_ps | Copy layer from CS output to shadow atlas uses PS copy (vs CopyTexture). | true | devonly
sparseshadowtree_cs_debug_colors | Output debug colors for SST CS. | false | devonly
sparseshadowtree_cs_exclude_next_cascade_region | Exclude the inner region of a cascade during CS unpack if there is a higher resolution cascade that will cover that area. | true | devonly
sparseshadowtree_cs_unpack_mode | Unpack mode in cs, 0 - one leaf per thread (16 output pixels), 1 (default) - one leaf row per thread (4 output pixels), 2 - one pixel out per thread. | 1 | devonly
sparseshadowtree_debug_tile_range_xmax | SST Tile range for renderdoc/debug capturing. | 1 | devonly
sparseshadowtree_debug_tile_range_xmin | SST Tile range for renderdoc/debug capturing. | 0 | devonly
sparseshadowtree_debug_tile_range_ymax | SST Tile range for renderdoc/debug capturing. | 1 | devonly
sparseshadowtree_debug_tile_range_ymin | SST Tile range for renderdoc/debug capturing. | 0 | devonly
sparseshadowtree_disable_add_layers | Disable SST runtime layers, for debugging (will exclude geo that CAN render into SST if SST otherwise enabled) | false | devonly
sparseshadowtree_disable_for_viewmodel | Disable SST generation and runtime for viewmodel (use original CSM rendering). | true | devonly
sparseshadowtree_enable_rendering | Enable use of SST at runtime (static geo rendered into cascades via SST). | false | devonly
sparseshadowtree_leaf_compress_scaleoffset | Compress leaf node depths using scale & offset. | true | devonly
sparseshadowtree_leaf_precision | precision for depth compression at SST leaf nodes. | 0.0004 | devonly
sparseshadowtree_leaf_precision_viewmodel | (viewmodel) precision for depth compression at SST leaf nodes. | 0.0005 | devonly
sparseshadowtree_parallel_generation | Split SST tile generation into threadjobs (0 - disabled, 1 - wait on readpixels for job batch, 2 - async readpixels). | 2 | devonly
sparseshadowtree_plane_incr_per_step | depth to increment candidate plane values per iteration to satisfy selection. | 0.0001 | devonly
sparseshadowtree_plane_incr_per_step_viewmodel | (viewmodel) depth to increment candidate plane values per iteration to satisfy selection. | 0.0025 | devonly
sparseshadowtree_plane_max_error | max error (distance away in depth) candidate plane is allowed before rejecting. | 0.0004 | devonly
sparseshadowtree_plane_max_error_viewmodel | (viewmodel) max error (distance away in depth) candidate plane is allowed before rejecting. | 0.01 | devonly
sparseshadowtree_plane_num_iter | number of steps to push candidate plane behind depths. | 5 | devonly
sparseshadowtree_render_cables | Render cables into SST. | false | devonly
sparseshadowtree_renderdoc_capture_generation | Capture dual shadow maps during sparseshadowtree generation. | false | devonly
sparseshadowtree_unpack_direct_to_shadow_atlas | unpack SST directly into shadow atlas cascade vs via staging texture PS copy (NOTE - rendersystem fix reqd for AMD + driver fix required for NV + VK only. | false | devonly
sparseshadowtree_uv_frac_offset_x | uv x offset during copy to cascade. | 0 | devonly
sparseshadowtree_uv_frac_offset_y | uv y offset during copy to cascade. | 0 | devonly
spawn_citadel_tutorial_controller | Spawns an entity that activates tutorial mode controls. | cmd | sv, release
spawn_group_activate | Activate specified spawngroup. | cmd | sv, cheat
spawn_group_load | Load named spawn group. | cmd | sv, cheat
spawn_group_unload | Unload named spawn group. | cmd | sv, cheat
spawn_hero_testing_controller | Spawns an entity that activates sandbox mode controls. | cmd | sv, release
spawngroup_ignore_timeouts |  | false | devonly
speaker_config |  | 0 | a
spec_autodirector | Auto-director chooses best view modes while spectating | true | cl, clientcmd_can_execute
spec_centerchasecam | Looks at the target player's center, instead of his eye position, in chase came mode | false | cl, a
spec_chase | Changes the spectate mode to chase | cmd | cl, release
spec_chasedistance | Chase cam's ideal distance from target | 96 | devonly, cl
spec_chasedistancespeed | Chase cam's ideal distance from target | 144 | devonly, cl
spec_goto | Changes the spectate mode to roaming and go to the location | cmd | cl, release
spec_in_eye | Changes the spectate mode to in-eye | cmd | cl, release
spec_lock_to_current_player | As an observer, lock the spectator target to the currently observed target | cmd | devonly, cl
spec_mode | Set spectator mode | cmd | cl, clientcmd_can_execute
spec_next | Spectate next player | cmd | cl, clientcmd_can_execute
spec_player | Spectate a player by name or slot | cmd | cl, clientcmd_can_execute
spec_pos | dump position and angles to the console | cmd | cl, cheat
spec_prev | Spectate previous player | cmd | cl, clientcmd_can_execute
spec_replay_autostart | Auto-start Killer Replay when available | true | cl, a
spec_replay_bot | Enable Spectator Hltv Replay when killed by bot | false | sv, release
spec_replay_cache_ragdolls | when set to 0, ragdolls will settle dynamically before and after Killer Replay | true | devonly, cl
spec_replay_enable | Enable Killer Replay, requires hltv server running (0:off, 1:default, 2:force) | 0 | rep, release
spec_replay_fadein | Amount of time in seconds it takes to visually fade into replay, or into real-time after replay | 0.75 | devonly, cl
spec_replay_fadeout | Amount of time in seconds it takes to visually fade out of replay, or out of real-time before replay | 0.75 | devonly, cl
spec_replay_fullframe | Send full frame on every hltv replay transition | true | devonly
spec_replay_leadup_time | Replay time in seconds before the highlighted event | 5.3438 | rep, release
spec_replay_message_time | How long to show the message about Killer Replay after death. The best setting is a bit shorter than spec_replay_autostart_delay + spec_replay_leadup_time + spec_replay_winddown_time | 9.5 | rep, release
spec_replay_on_death | When &gt; 0, sets the mode whereas players see delayed replay, and are segregated into a domain of chat and voice separate from the alive players | false | rep, release
spec_replay_others_experimental | Replay the last death of the round, if possible. Disabled on official servers by default. Experimental. | false | devonly, cl
spec_replay_rate_base | Base time scale of Killer Replay.Experimental. | 1 | rep, release
spec_replay_rate_limit | Minimum allowable pause between replay requests in seconds | 3 | rep, release
spec_replay_rate_slowdown | The part of Killer Replay right before death is played at this rate | 1 | devonly, cl
spec_replay_rate_slowdown_length | The part of Killer Replay right before death is played at this rate | 0.5 | devonly, cl
spec_replay_review_sound | When set to non-0, a sound effect is played during Killer Replay | true | devonly, cl
spec_replay_sound_fadein | Amount of time in seconds it takes to fade in the audio before or after replay | 0.05 | devonly, cl
spec_replay_sound_fadeout | Amount of time in seconds it takes to fade out the audio before or after replay | 0 | devonly, cl
spec_replay_victim_pov | Killer Replay - replay from victim's point of view (1); the default is killer's (0). Experimental. | false | devonly, cl
spec_replay_winddown_time | The trailing time, in seconds, of replay past the event, including fade-out | 2 | sv, release
spec_target | Changes the target being spectated | cmd | cl, release
spec_track | Tracks an entity in spec mode | 0 | devonly, cl
spew_fonts | Spew information about font manager fonts | cmd | devonly
spew_gold_sources |  | cmd | devonly, sv
splitscreen_mode |  | 0 | a, cheat
splitscreen_testreadconfigconflict |  | cmd | devonly
ss_add | Adds a splitscreen user. | cmd | devonly
